Designator,Mid X,Mid Y,Rotation,Layer
C1,159.258,-72.39,0.0,top
J1,158.75,-86.36,90.0,top
J2,152.4,-86.36,0.0,top
J3,167.64,-78.74,0.0,top
J4,152.4,-81.28,0.0,top
J5,152.4,-74.93,0.0,top
U1,159.254,-78.256,90.0,top
